C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_22_635.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_22_635.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_22_635.jpg, 0, 0, 0, 7.797997E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_22_737.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_22_737.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_22_737.jpg, 0, 0, 0, 7.785832E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_22_844.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_22_844.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_22_844.jpg, 0, 0, 0, 7.809254E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_22_945.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_22_945.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_22_945.jpg, 0, 0, 0, 7.901E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_047.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_047.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_047.jpg, 0, 0, 0, 7.851992E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_149.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_149.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_149.jpg, 0, 0, 0, 7.851838E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_250.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_250.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_250.jpg, 0, 0, 0, 7.791236E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_354.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_354.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_354.jpg, 0, 0, 0, 8.030942E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_457.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_457.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_457.jpg, 0, 0, 0, 7.886734E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_561.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_561.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_561.jpg, 0, 0, 0, 7.819785E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_663.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_663.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_663.jpg, 0, 0, 0, 7.818626E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_765.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_765.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_765.jpg, 0, 0, 0, 7.788579E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_868.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_868.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_868.jpg, 0, 0, 0, 8.01532E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_23_974.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_23_974.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_23_974.jpg, 0, 0, 0, 7.824547E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_074.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_074.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_074.jpg, 0, 0, 0, 7.764529E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_178.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_178.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_178.jpg, 0, 0, 0, 7.808278E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_279.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_279.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_279.jpg, 0, 0, 0, 8.028472E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_383.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_383.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_383.jpg, 0, 0, 0, 7.901956E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_512.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_512.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_512.jpg, 0, 0, 0, 7.830837E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_611.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_611.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_611.jpg, 0, 0, 0, 7.936129E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_712.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_712.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_712.jpg, 0, 0, 0, 7.771883E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_813.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_813.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_813.jpg, 0, 0, 0, 7.928257E-05
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_24_936.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_24_936.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_24_936.jpg, 0, 0.3556413, 0, 0.4996059
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_25_033.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_25_033.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_25_033.jpg, 0, 0.6466975, 0, 1.165667
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_25_134.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_25_134.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_25_134.jpg, 0, 0.9463978, 0, 2.161553
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_25_234.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_25_234.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_25_234.jpg, 0, 1, 0, 3.344373
C:\Users\iamvi\Desktop\Data\IMG\center_2021_02_12_16_18_25_334.jpg, C:\Users\iamvi\Desktop\Data\IMG\left_2021_02_12_16_18_25_334.jpg, C:\Users\iamvi\Desktop\Data\IMG\right_2021_02_12_16_18_25_334.jpg, -0.0302811, 1, 0, 4.518812
